NAICS Code,Description
7139,This industry group comprises establishments primarily engaged in operating golf courses and country clubs; skiing facilities; marinas; fitness and recreational sports centers; bowling centers; and providing other amusement and recreation services.
71391,"This industry comprises (1) establishments primarily engaged in operating golf courses (except miniature) and (2) establishments primarily engaged in operating golf courses, along with dining facilities and other recreational facilities that are known as country clubs."
71392,"This industry comprises establishments engaged in (1) operating downhill, cross country, or related skiing areas and/or (2) operating equipment, such as ski lifts and tows."
71393,"This industry comprises establishments, commonly known as marinas, engaged in operating docking and/or storage facilities for pleasure craft owners, with or without one or more related activities, such as retailing fuel and marine supplies; and repairing, maintaining, or renting pleasure boats."
71394,"This industry comprises establishments primarily engaged in operating fitness and recreational sports facilities featuring exercise and other active physical fitness conditioning or recreational sports activities, such as swimming, skating, or racquet sports."
71395,This industry comprises establishments engaged in operating bowling centers.
71399,This industry comprises establishments (except amusement parks and arcades; gambling industries; golf courses and country clubs; skiing facilities; marinas; fitness and recreational sports centers; and bowling centers) primarily engaged in providing recreational and amusement services.
72,"The Accommodation and Food Services sector comprises establishments providing customers with lodging and/or preparing meals, snacks, and beverages for immediate consumption. The sector includes both accommodation and food services establishments because the two activities are often combined at the same establishment."
721,"Industries in the Accommodation subsector provide lodging or short-term accommodations for travelers, vacationers, and others. There is a wide range of establishments in these industries. Some provide lodging only, while others provide meals, laundry services, and recreational facilities, as well as lodging."
7211,"This industry group comprises establishments primarily engaged in providing short-term lodging in facilities, such as hotels, motels, casino hotels, and bed-and-breakfast inns."
72111,"This industry comprises establishments primarily engaged in providing short-term lodging in facilities known as hotels, motor hotels, resort hotels, and motels."
72112,This industry comprises establishments primarily engaged in providing short-term lodging in hotel facilities with a casino on the premises.
72119,"This industry comprises establishments primarily engaged in providing short-term lodging (except hotels, motels, and casino hotels)."
721191,This U.S. industry comprises establishments primarily engaged in providing short-term lodging in facilities known as bed-and-breakfast inns.
721199,"This U.S. industry comprises establishments primarily engaged in providing short-term lodging (except hotels, motels, casino hotels, and bed-and-breakfast inns)."
7212,This industry comprises establishments primarily engaged in operating recreational vehicle parks and campgrounds and recreational and vacation camps.
72121,This industry comprises establishments primarily engaged in operating recreational vehicle parks and campgrounds and recreational and vacation camps.
721211,"This U.S. industry comprises establishments primarily engaged in operating sites to accommodate campers and their equipment, including tents, tent trailers, travel trailers, and RVs (recreational vehicles)."
721214,"This U.S. industry comprises establishments primarily engaged in operating overnight recreational camps, such as children's camps, family vacation camps, hunting and fishing camps, and outdoor adventure retreats, that offer trail riding, white water rafting, hiking, and similar activities."
7213,This industry group comprises establishments primarily engaged in operating rooming and boarding houses and similar facilities.
72131,"This industry comprises establishments primarily engaged in operating rooming and boarding houses and similar facilities, such as fraternity houses, sorority houses, off campus dormitories, residential clubs, and workers' camps."
722,"Industries in the Food Services and Drinking Places subsector prepare meals, snacks, and beverages to customer order for immediate on-premises and off-premises consumption. There is a wide range of establishments in these industries. Some provide food and drink only, while others provide various combinations of seating space, waiter/waitress services, and incidental amenities, such as limited entertainment."
7223,This industry group comprises establishments primarily engaged in providing food services at one or more of the following locations: (1) the customer's location; (2) a location designated by the customer; or (3) from motorized vehicles or nonmotorized carts.
72231,"This industry comprises establishments primarily engaged in providing food services at institutional, governmental, commercial, or industrial locations of others based on contractual arrangements with these types of organizations for a specified period of time."
72232,This industry comprises establishments primarily engaged in providing single event-based food services. These establishments generally have equipment and vehicles to transport meals and snacks to events and/or prepare food at an off-premise site.
72233,This industry comprises establishments primarily engaged in preparing and serving meals and snacks for immediate consumption from motorized vehicles or nonmotorized carts.
7224,"This industry group comprises establishments known as bars, taverns, nightclubs, or drinking places primarily engaged in preparing and serving alcoholic beverages for immediate consumption."
72241,"This industry comprises establishments known as bars, taverns, nightclubs, or drinking places primarily engaged in preparing and serving alcoholic beverages for immediate consumption."
7225,This industry group comprises establishments primarily engaged in providing food services to patrons.
72251,"This industry comprises establishments primarily engaged in one of the following: (1) providing food services to patrons who order and are served while seated (i.e., waiter/waitress service) and pay after eating; (2) providing food services to patrons who generally order or select items (e.g., at a counter, in a buffet line) and pay before eating; or (3) preparing and/or serving a specialty snack (e.g., ice cream, frozen yogurt, cookies) and/or nonalcoholic beverages (e.g., coffee, juices, sodas) for consumption on or near the premises."
722511,"This U.S. industry comprises establishments primarily engaged in providing food services to patrons who order and are served while seated (i.e., waiter/waitress service) and pay after eating."
722513,This U.S. industry comprises establishments primarily engaged in providing food services (except snack and nonalcoholic beverage bars) where patrons generally order or select items and pay before eating.
722514,"This U.S. industry comprises establishments, known as cafeterias, grill buffets, or buffets, primarily engaged in preparing and serving meals for immediate consumption using cafeteria-style or buffet serving equipment, such as steam tables, refrigerated areas, display grills, and self-service nonalcoholic beverage dispensing equipment."
722515,"This U.S. industry comprises establishments primarily engaged in (1) preparing and/or serving a specialty snack, such as ice cream, frozen yogurt, cookies, or popcorn, or (2) serving nonalcoholic beverages, such as coffee, juices, or sodas for consumption on or near the premises."
81,"The Other Services (except Public Administration) sector comprises establishments engaged in providing services not specifically provided for elsewhere in the classification system. Establishments in this sector are primarily engaged in activities such as equipment and machinery repairing, promoting or administering religious activities, grantmaking, advocacy, and providing drycleaning and laundry services, personal care services, death care services, pet care (except veterinary) services, photofinishing services, temporary parking services, and dating services. Private households that engage in employing workers on or about the premises in activities primarily concerned with the operation of the household are included in this sector."
811,"Industries in the Repair and Maintenance subsector restore machinery, equipment, and other products to working order. These establishments also typically provide general or routine maintenance (i.e., servicing) on such products to ensure they work efficiently and to prevent breakdown and unnecessary repairs."
8111,"This industry group comprises establishments involved in providing repair and maintenance services for automotive vehicles, such as passenger cars, trucks, and vans, and all trailers. Establishments in this industry group employ mechanics with specialized technical skills to diagnose and repair the mechanical and electrical systems for automotive vehicles, repair automotive interiors, and paint or repair automotive exteriors."
81111,"This industry comprises establishments primarily engaged in providing mechanical or electrical repair and maintenance services for automotive vehicles, such as passenger cars, trucks, and vans, and all trailers. These establishments may specialize in a single service or may provide a wide range of these services."
811111,"This U.S. industry comprises establishments primarily engaged in providing (1) a wide range of mechanical and electrical repair and maintenance services for automotive vehicles, such as passenger cars, trucks, and vans, and all trailers or (2) engine repair and replacement."
811114,"This U.S. industry comprises establishments primarily engaged in providing specialized mechanical or electrical repair and maintenance services (except engine repair and replacement) for automotive vehicles, such as passenger cars, trucks, and vans, and all trailers."
81112,"This industry comprises establishments primarily engaged in providing one or more of the following: (1) repairing or customizing automotive vehicle and trailer bodies and interiors; (2) painting automotive vehicle and trailer bodies; (3) replacing, repairing, and/or tinting automotive vehicle glass; and (4) customizing automobile, truck, and van interiors for the physically disabled or other customers with special requirements."
811121,This U.S. industry comprises establishments primarily engaged in repairing or customizing automotive vehicle and trailer bodies and interiors; and/or painting automotive vehicles and trailer bodies.
811122,"This U.S. industry comprises establishments primarily engaged in replacing, repairing, and/or tinting automotive vehicle glass, such as passenger car, truck, and van glass."
81119,"This industry comprises establishments primarily engaged in providing automotive repair and maintenance services (except mechanical and electrical repair and maintenance and body, paint, interior, and glass repair) for automotive vehicles, such as passenger cars, trucks, and vans, and all trailers."
811191,"This U.S. industry comprises establishments primarily engaged in changing motor oil and lubricating the chassis of automotive vehicles, such as passenger cars, trucks, and vans."
811192,"This U.S. industry comprises establishments primarily engaged in cleaning, washing, and/or waxing automotive vehicles, such as passenger cars, trucks, and vans, and trailers."
811198,"This U.S. industry comprises establishments primarily engaged in providing automotive repair and maintenance services (except mechanical and electrical repair and maintenance; body, paint, interior, and glass repair; motor oil change and lubrication; and car washing) for automotive vehicles, such as passenger cars, trucks, and vans, and all trailers."
8112,Industries in this subsector repair and maintain electronic equipment and precision instruments.
81121,"This industry comprises establishments primarily engaged in repairing and maintaining one or more of the following: (1) consumer electronic equipment; (2) computers; (3) office machines; (4) communication equipment; and (5) other electronic and precision equipment and instruments, without retailing these products as new."
811210,"This industry comprises establishments primarily engaged in repairing and maintaining one or more of the following: (1) consumer electronic equipment; (2) computers; (3) office machines; (4) communication equipment; and (5) other electronic and precision equipment and instruments, without retailing these products as new. Establishments in this industry repair items, such as microscopes, radar and sonar equipment, televisions, stereos, video recorders, computers, fax machines, photocopying machines, two-way radios, cellular telephones, and other communications equipment, scientific instruments, and medical equipment."
8113,This industry group comprises establishments that repair and maintain commercial and industrial machinery and equipment.
81131,This industry comprises establishments primarily engaged in the repair and maintenance of commercial and industrial machinery and equipment.
811310,"This industry comprises establishments primarily engaged in the repair and maintenance of commercial and industrial machinery and equipment. Establishments in this industry either sharpen/install commercial and industrial machinery blades and saws or provide welding (e.g., automotive, general) repair services; or repair agricultural and other heavy and industrial machinery and equipment (e.g., forklifts and other material handling equipment, machine tools, commercial refrigeration equipment, construction equipment, and mining machinery)."
8114,This industry group comprises establishments primarily engaged in home and garden equipment and appliance repair and maintenance; reupholstery and furniture repair; footwear and leather goods repair; and other personal and household goods repair and maintenance.
81141,"This industry comprises establishments primarily engaged in repairing and servicing home and garden equipment and/or household-type appliances without retailing new equipment or appliances. Establishments in this industry repair and maintain items, such as lawnmowers, edgers, snowblowers, leaf blowers, washing machines, clothes dryers, and refrigerators."
811411,"This U.S. industry comprises establishments primarily engaged in repairing and servicing home and garden equipment without retailing new home and garden equipment, such as lawnmowers, handheld power tools, edgers, snowblowers, leaf blowers, and trimmers."
811412,"This U.S. industry comprises establishments primarily engaged in repairing and servicing household appliances without retailing new appliances, such as refrigerators, stoves, washing machines, clothes dryers, and room air-conditioners."
81142,This industry comprises establishments primarily engaged in one or more of the following: (1) reupholstering furniture; (2) refinishing furniture; (3) repairing furniture; and (4) repairing and restoring furniture.
811420,This industry comprises establishments primarily engaged in one or more of the following: (1) reupholstering furniture; (2) refinishing furniture; (3) repairing furniture; and (4) repairing and restoring furniture.
81143,"This industry comprises establishments primarily engaged in repairing footwear and/or repairing other leather or leather-like goods without retailing new footwear and leather or leather-like goods, such as handbags and briefcases."
811430,"This industry comprises establishments primarily engaged in repairing footwear and/or repairing other leather or leather-like goods without retailing new footwear and leather or leather-like goods, such as handbags and briefcases."
81149,"This industry comprises establishments primarily engaged in repairing and servicing personal or household-type goods without retailing new personal or household-type goods (except home and garden equipment, appliances, furniture, and footwear and leather goods)."
811490,"This industry comprises establishments primarily engaged in repairing and servicing personal or household-type goods without retailing new personal or household-type goods (except home and garden equipment, appliances, furniture, and footwear and leather goods). Establishments in this industry repair items, such as garments; watches; jewelry; musical instruments; bicycles and motorcycles; and motorboats, canoes, sailboats, and other recreational boats."
812,"Industries in the Personal and Laundry Services subsector group establishments that provide personal and laundry services to individuals, households, and businesses. Services performed include: personal care services; death care services; laundry and drycleaning services; and a wide range of other personal services, such as pet care (except veterinary) services, photofinishing services, temporary parking services, and dating services."
8121,"This industry group comprises establishments, such as barber and beauty shops, that provide appearance care services to individual consumers."
81211,This industry comprises establishments primarily engaged in one or more of the following: (1) providing hair care services; (2) providing nail care services; and (3) providing facials or applying makeup (except permanent makeup).
812111,"This U.S. industry comprises establishments known as barber shops or men's hair stylist shops primarily engaged in cutting, trimming, and styling men's and boys' hair; and/or shaving and trimming men's beards."
812112,"This U.S. industry comprises establishments (except those known as barber shops or men's hair stylist shops) primarily engaged in one or more of the following: (1) cutting, trimming, shampooing, coloring, waving, or styling hair; (2) providing facials; and (3) applying makeup (except permanent makeup)."
812113,"This U.S. industry comprises establishments primarily engaged in providing nail care services, such as manicures, pedicures, and nail extensions."
81219,"This industry comprises establishments primarily engaged in providing personal care services (except hair, nail, facial, or nonpermanent makeup services)."
812191,"This U.S. industry comprises establishments primarily engaged in providing non-medical services to assist clients in attaining or maintaining a desired weight. The sale of weight reduction products, such as food supplements, may be an integral component of the program. These services typically include individual or group counseling, menu and exercise planning, and weight and body measurement monitoring."
812199,"This U.S. industry comprises establishments primarily engaged in providing personal care services (except hair, nail, facial, nonpermanent makeup, or non-medical diet and weight reducing services)."
8122,"This industry group comprises establishments primarily engaged in preparing the dead for burial or interment, conducting funerals, operating sites or structures reserved for the interment of human or animals remains, and/or cremating the dead."
81221,"This industry comprises establishments primarily engaged in preparing the dead for burial or interment and conducting funerals (i.e., providing facilities for wakes, arranging transportation for the dead, selling caskets and related merchandise). Funeral homes combined with crematories are included in this industry."
812210,"This industry comprises establishments primarily engaged in preparing the dead for burial or interment and conducting funerals (i.e., providing facilities for wakes, arranging transportation for the dead, selling caskets and related merchandise). Funeral homes combined with crematories are included in this industry."
81222,This industry comprises establishments primarily engaged in operating sites or structures reserved for the interment of human or animal remains and/or cremating the dead.
812220,This industry comprises establishments primarily engaged in operating sites or structures reserved for the interment of human or animal remains and/or cremating the dead.
8123,"This industry group comprises establishments primarily engaged in operating coin- or card-operated or similar self-service laundries and drycleaners; providing drycleaning and laundry services (except coin- or card-operated); and supplying, on a rental or contract basis, laundered items (e.g., uniforms, gowns, shop towels, etc.)."
81231,"This industry comprises establishments primarily engaged in (1) operating facilities with coin- or card-operated or similar self-service laundry and drycleaning equipment for customer use on the premises and/or (2) supplying and servicing coin- or card-operated or similar self-service laundry and drycleaning equipment for customer use in places of business operated by others, such as apartments and dormitories."
812310,"This industry comprises establishments primarily engaged in (1) operating facilities with coin- or card-operated or similar self-service laundry and drycleaning equipment for customer use on the premises and/or (2) supplying and servicing coin- or card-operated or similar self-service laundry and drycleaning equipment for customer use in places of business operated by others, such as apartments and dormitories."
81232,"This industry comprises establishments primarily engaged in one or more of the following: (1) providing drycleaning services (except coin- or card-operated); (2) providing laundering services (except linen and uniform supply or coin- or card-operated); (3) providing drop-off and pick-up sites for laundries and/or drycleaners; and (4) providing specialty cleaning services for specific types of garments and other textile items (except carpets and upholstery), such as fur, leather, or suede garments; wedding gowns; hats; draperies; and pillows."
812320,"This industry comprises establishments primarily engaged in one or more of the following: (1) providing drycleaning services (except coin- or card-operated); (2) providing laundering services (except linen and uniform supply or coin- or card-operated); (3) providing drop-off and pick-up sites for laundries and/or drycleaners; and (4) providing specialty cleaning services for specific types of garments and other textile items (except carpets and upholstery), such as fur, leather, or suede garments; wedding gowns; hats; draperies; and pillows."
81233,"This industry comprises establishments primarily engaged in supplying, on a rental or contract basis, laundered items, such as uniforms, gowns and coats, table linens, bed linens, towels, clean room apparel, and treated mops or shop towels."
812331,"This U.S. industry comprises establishments primarily engaged in supplying, on a rental or contract basis, laundered items, such as table and bed linens; towels; diapers; and uniforms, gowns, or coats of the type used by doctors, nurses, barbers, beauticians, and waitresses."
812332,"This U.S. industry comprises establishments primarily engaged in supplying, on a rental or contract basis, laundered industrial work uniforms and related work clothing, such as protective apparel (flame and heat resistant) and clean room apparel; dust control items, such as treated mops, rugs, mats, dust tool covers, cloths, and shop or wiping towels."
8129,"This industry group comprises establishments primarily engaged in providing personal services (except personal care services, death care services, or drycleaning and laundry services)."
81291,"This industry comprises establishments primarily engaged in providing pet care services (except veterinary), such as boarding, grooming, sitting, walking, and training pets."
812910,"This industry comprises establishments primarily engaged in providing pet care services (except veterinary), such as boarding, grooming, sitting, walking, and training pets."
81292,"This industry comprises establishments primarily engaged in developing film and/or making photographic slides, prints, and enlargements."
812921,"This U.S. industry comprises establishments (except those known as ""one-hour"" photofinishing labs) primarily engaged in developing film and/or making photographic slides, prints, and enlargements."
812922,"This U.S. industry comprises establishments known as ""one-hour"" photofinishing labs primarily engaged in developing film and/or making photographic slides, prints, and enlargements on a short turnaround or while-you-wait basis."
81293,"This industry comprises establishments primarily engaged in providing parking space for motor vehicles, usually on an hourly, daily, or monthly basis and/or valet parking services."
812930,"This industry comprises establishments primarily engaged in providing parking space for motor vehicles, usually on an hourly, daily, or monthly basis and/or valet parking services."
81299,"This industry comprises establishments primarily engaged in providing personal services (except personal care services, death care services, drycleaning and laundry services, pet care services, photofinishing services, or parking space and/or valet parking services)."
812990,"This industry comprises establishments primarily engaged in providing personal services (except personal care services, death care services, drycleaning and laundry services, pet care services, photofinishing services, or parking space and/or valet parking services)."
813,"Industries in the Religious, Grantmaking, Civic, Professional, and Similar Organizations subsector group establishments that organize and promote religious activities; support various causes through grantmaking; advocate various social and political causes; and promote and defend the interests of their members. The industry groups within the subsector are defined in terms of their activities, such as establishments that provide funding for specific causes or for a variety of charitable causes; establishments that advocate and actively promote causes and beliefs for the public good; and establishments that have an active membership structure to promote causes and represent the interests of their members. Establishments in this subsector may publish newsletters, books, and periodicals for distribution to their members."
8131,"This industry group comprises establishments primarily engaged in operating religious organizations, such as churches, religious temples, and monasteries, and/or establishments primarily engaged in administering an organized religion or promoting religious activities."
81311,"This industry comprises (1) establishments primarily engaged in operating religious organizations, such as churches, religious temples, mosques, and monasteries, and/or (2) establishments primarily engaged in administering an organized religion or promoting religious activities."
813110,"This industry comprises (1) establishments primarily engaged in operating religious organizations, such as churches, religious temples, mosques, and monasteries, and/or (2) establishments primarily engaged in administering an organized religion or promoting religious activities."
8132,"This industry group comprises establishments known as grantmaking foundations or charitable trusts, and establishments primarily engaged in raising funds for a wide range of social welfare activities, such as health, educational, scientific, and cultural activities."
81321,"This industry comprises (1) establishments known as grantmaking foundations or charitable trusts and (2) establishments primarily engaged in raising funds for a wide range of social welfare activities, such as health, educational, scientific, and cultural activities."
813211,"This U.S. industry comprises establishments known as grantmaking foundations or charitable trusts. Establishments in this industry award grants from trust funds based on a competitive selection process or the preferences of the foundation managers and grantors; or fund a single entity, such as a museum or university."
813212,"This U.S. industry comprises establishments primarily engaged in raising funds for health related research, such as disease (e.g., heart, cancer, diabetes) prevention, health education, and patient services."
813219,"This U.S. industry comprises establishments (except voluntary health organizations) primarily engaged in raising funds for a wide range of social welfare activities, such as educational, scientific, cultural, and health."
8133,This industry group comprises establishments primarily engaged in promoting a particular cause or working for the realization of a specific social or political goal to benefit a broad or specific constituency. These organizations may solicit contributions and offer memberships to support these goals.
81331,This industry comprises establishments primarily engaged in promoting a particular cause or working for the realization of a specific social or political goal to benefit a broad or specific constituency. These organizations may solicit contributions and offer memberships to support these goals.
813311,"This U.S. industry comprises establishments primarily engaged in promoting causes associated with human rights either for a broad or specific constituency. Establishments in this industry address issues, such as protecting and promoting the broad constitutional rights and civil liberties of individuals and those suffering from neglect, abuse, or exploitation; promoting the interests of specific groups, such as children, women, senior citizens, or persons with disabilities; improving relations between racial, ethnic, and cultural groups; and promoting voter education and registration."
813312,"This U.S. industry comprises establishments primarily engaged in promoting the preservation and protection of the environment and wildlife. Establishments in this industry address issues, such as clean air and water; global warming; conserving and developing natural resources, including land, plant, water, and energy resources; and protecting and preserving wildlife and endangered species."
813319,"This U.S. industry comprises establishments primarily engaged in social advocacy (except human rights and environmental protection, conservation, and wildlife preservation). Establishments in this industry address issues, such as peace and international understanding; community action (excluding civic organizations); or advancing social causes, such as firearms safety, drunk driving prevention, or drug abuse awareness."
8134,This industry group comprises establishments primarily engaged in promoting the civic and social interests of their members. Establishments in this industry may operate bars and restaurants for their members.
81341,This industry comprises establishments primarily engaged in promoting the civic and social interests of their members. Establishments in this industry may operate bars and restaurants for their members.
813410,This industry comprises establishments primarily engaged in promoting the civic and social interests of their members. Establishments in this industry may operate bars and restaurants for their members.
8139,"This industry group comprises establishments primarily engaged in promoting the interests of their members (except religious organizations, social advocacy organizations, and civic and social organizations). Examples of establishments in this industry are business associations, professional organizations, labor unions, and political organizations."
81391,"This industry comprises establishments primarily engaged in promoting the business interests of their members. These establishments may conduct research on new products and services; develop market statistics; sponsor quality and certification standards; lobby public officials; or publish newsletters, books, or periodicals for distribution to their members."
813910,"This industry comprises establishments primarily engaged in promoting the business interests of their members. These establishments may conduct research on new products and services; develop market statistics; sponsor quality and certification standards; lobby public officials; or publish newsletters, books, or periodicals for distribution to their members."
81392,"This industry comprises establishments primarily engaged in promoting the professional interests of their members and the profession as a whole. These establishments may conduct research; develop statistics; sponsor quality and certification standards; lobby public officials; or publish newsletters, books, or periodicals for distribution to their members."
813920,"This industry comprises establishments primarily engaged in promoting the professional interests of their members and the profession as a whole. These establishments may conduct research; develop statistics; sponsor quality and certification standards; lobby public officials; or publish newsletters, books, or periodicals for distribution to their members."
81393,This industry comprises establishments primarily engaged in promoting the interests of organized labor and union employees.
813930,This industry comprises establishments primarily engaged in promoting the interests of organized labor and union employees.
81394,"This industry comprises establishments primarily engaged in promoting the interests of national, state, or local political parties or candidates. Included are political groups organized to raise funds for a political party or individual candidates."
813940,"This industry comprises establishments primarily engaged in promoting the interests of national, state, or local political parties or candidates. Included are political groups organized to raise funds for a political party or individual candidates."
81399,"This industry comprises establishments (except religious organizations, social advocacy organizations, civic and social organizations, business associations, professional organizations, labor unions, and political organizations) primarily engaged in promoting the interests of their members."
813990,"This industry comprises establishments (except religious organizations, social advocacy organizations, civic and social organizations, business associations, professional organizations, labor unions, and political organizations) primarily engaged in promoting the interests of their members."
814,"The Private Households subsector includes private households that engage in employing workers on or about the premises in activities primarily concerned with the operation of the household. These private households may employ individuals, such as cooks, maids, nannies, butlers, non-medical personal care aides, and outside workers, such as gardeners, caretakers, and other maintenance workers."
8141,This industry group comprises private households that engage in employing workers on or about the premises in activities primarily concerned with the operation of the household.
81411,This industry comprises private households primarily engaged in employing workers on or about the premises in activities primarily concerned with the operation of the household.
814110,"This industry comprises private households primarily engaged in employing workers on or about the premises in activities primarily concerned with the operation of the household. These private households may employ individuals, such as cooks, maids, nannies, butlers, non-medical personal care aides, and outside workers, such as gardeners, caretakers, and other maintenance workers."
92,"The Public Administration sector consists of establishments of federal, state, and local government agencies that administer, oversee, and manage public programs and have executive, legislative, or judicial authority over other institutions within a given area. These agencies also set policy, create laws, adjudicate civil and criminal legal cases, and provide for public safety and for national defense. In general, government establishments in the Public Administration sector oversee governmental programs and activities that are not performed by private establishments. Establishments in this sector typically are engaged in the organization and financing of the production of public goods and services, most of which are provided for free or at prices that are not economically significant."
921,"The Executive, Legislative, and Other General Government Support subsector groups offices of government executives, legislative bodies, public finance, and general government support."
9211,"This industry group comprises government establishments serving as offices of chief executives and their advisory committees and commissions, legislative bodies, public finance, and general government support."
92111,"This industry comprises government establishments serving as offices of chief executives and their advisory committees and commissions. This industry includes offices of the president, governors, and mayors, in addition to executive advisory commissions."
921110,"This industry comprises government establishments serving as offices of chief executives and their advisory committees and commissions. This industry includes offices of the president, governors, and mayors, in addition to executive advisory commissions."
92112,"This industry comprises government establishments serving as legislative bodies and their advisory committees and commissions. Included in this industry are legislative bodies, such as Congress, state legislatures, and advisory and study legislative commissions."
921120,"This industry comprises government establishments serving as legislative bodies and their advisory committees and commissions. Included in this industry are legislative bodies, such as Congress, state legislatures, and advisory and study legislative commissions."
92113,"This industry comprises government establishments primarily engaged in public finance, taxation, and monetary policy. Included are financial administration activities, such as monetary policy; tax administration and collection; custody and disbursement of funds; debt and investment administration; auditing activities; and government employee retirement trust fund administration."
921130,"This industry comprises government establishments primarily engaged in public finance, taxation, and monetary policy. Included are financial administration activities, such as monetary policy; tax administration and collection; custody and disbursement of funds; debt and investment administration; auditing activities; and government employee retirement trust fund administration."
92114,"This industry comprises government establishments serving as councils and boards of commissioners or supervisors and such bodies where the chief executive (e.g., county executive or city mayor) is a member of the legislative body (e.g., county or city council) itself."
921140,"This industry comprises government establishments serving as councils and boards of commissioners or supervisors and such bodies where the chief executive (e.g., county executive or city mayor) is a member of the legislative body (e.g., county or city council) itself."
92115,"This industry comprises American Indian and Alaska Native governing bodies. Establishments in this industry perform legislative, judicial, and administrative functions for their American Indian and Alaska Native lands. Included in this industry are American Indian and Alaska Native councils, courts, and law enforcement bodies."
921150,"This industry comprises American Indian and Alaska Native governing bodies. Establishments in this industry perform legislative, judicial, and administrative functions for their American Indian and Alaska Native lands. Included in this industry are American Indian and Alaska Native councils, courts, and law enforcement bodies."
92119,"This industry comprises government establishments primarily engaged in providing general support for government. Such support services include personnel services, election boards, and other general government support establishments that are not classified elsewhere in public administration."
921190,"This industry comprises government establishments primarily engaged in providing general support for government. Such support services include personnel services, election boards, and other general government support establishments that are not classified elsewhere in public administration."
922,"The Justice, Public Order, and Safety Activities subsector groups government establishments engaged in the administration of justice, public order, and safety programs."
9221,"This industry group comprises government establishments engaged in the administration of justice, public order, and safety programs."
92211,"This industry comprises civilian courts of law (except American Indian and Alaska Native tribal courts). Included in this industry are civilian courts, courts of law, and sheriffs' offices conducting court functions only."
922110,"This industry comprises civilian courts of law (except American Indian and Alaska Native tribal courts). Included in this industry are civilian courts, courts of law, and sheriffs' offices conducting court functions only."
92212,"This industry comprises government establishments primarily engaged in criminal and civil law enforcement, police, traffic safety, and other activities related to the enforcement of the law and preservation of order. Combined police and fire departments are included in this industry."
922120,"This industry comprises government establishments primarily engaged in criminal and civil law enforcement, police, traffic safety, and other activities related to the enforcement of the law and preservation of order. Combined police and fire departments are included in this industry."
92213,This industry comprises government establishments primarily engaged in providing legal counsel or prosecution services for the government.
922130,This industry comprises government establishments primarily engaged in providing legal counsel or prosecution services for the government.
92214,"This industry comprises government establishments primarily engaged in managing and operating correctional institutions. The facility is generally designed for the confinement, correction, and rehabilitation of adult and/or juvenile offenders sentenced by a court."
922140,"This industry comprises government establishments primarily engaged in managing and operating correctional institutions. The facility is generally designed for the confinement, correction, and rehabilitation of adult and/or juvenile offenders sentenced by a court."
92215,"This industry comprises government establishments primarily engaged in judicially administering probation offices, parole offices and boards, and pardon boards."
922150,"This industry comprises government establishments primarily engaged in judicially administering probation offices, parole offices and boards, and pardon boards."
92216,This industry comprises government establishments primarily engaged in firefighting and other related fire protection activities. Government establishments providing combined fire protection and ambulance or rescue services are classified in this industry.
922160,This industry comprises government establishments primarily engaged in firefighting and other related fire protection activities. Government establishments providing combined fire protection and ambulance or rescue services are classified in this industry.
92219,"This industry comprises government establishments primarily engaged in public order and safety (except courts, police protection, legal counsel and prosecution, correctional institutions, parole offices, probation offices, pardon boards, and fire protection)."
922190,"This industry comprises government establishments primarily engaged in public order and safety (except courts, police protection, legal counsel and prosecution, correctional institutions, parole offices, probation offices, pardon boards, and fire protection). These establishments include the general administration of public order and safety programs. Government establishments responsible for the collection of statistics on public safety are included in this industry."
923,The Administration of Human Resource Programs subsector groups government establishments primarily engaged in the administration of human resource programs.
9231,This industry group comprises government establishments primarily engaged in the administration of human resource programs.
92311,"This industry comprises government establishments primarily engaged in the central coordination, planning, supervision, and administration of funds, policies, intergovernmental activities, statistical reports and data collection, and centralized programs for educational administration. Government scholarship programs are included in this industry."
